StartTime,ServiceName,AllocatedCPU,HealthyHosts,CPUAverage
1535276220,Prod-SamsungCTV-EcsService-1QKI54202SHBC,1000,1,0.02
1535297400,Prod-SamsungCTV-EcsService-1QKI54202SHBC,1000,1,0.02
1535278260,Prod-SamsungCTV-EcsService-1QKI54202SHBC,1000,1,0.02
1535303760,Prod-SamsungCTV-EcsService-1QKI54202SHBC,1000,1,0.03
1535310120,Prod-SamsungCTV-EcsService-1QKI54202SHBC,1000,1,0.02
1535316480,Prod-SamsungCTV-EcsService-1QKI54202SHBC,1000,1,0.02
1535316420,Prod-SamsungCTV-EcsService-1QKI54202SHBC,1000,1,0.02
1535276040,Prod-SamsungCTV-EcsService-1QKI54202SHBC,1000,1,0.02
1535331180,Prod-SamsungCTV-EcsService-1QKI54202SHBC,1000,1,0.02
1535282400,Prod-SamsungCTV-EcsService-1QKI54202SHBC,1000,1,0.02
1535343900,Prod-SamsungCTV-EcsService-1QKI54202SHBC,1000,1,0.02
1535314200,Prod-SamsungCTV-EcsService-1QKI54202SHBC,1000,1,0.02
1535320560,Prod-SamsungCTV-EcsService-1QKI54202SHBC,1000,1,0.02
1535333220,Prod-SamsungCTV-EcsService-1QKI54202SHBC,1000,1,0.02
1535297100,Prod-SamsungCTV-EcsService-1QKI54202SHBC,1000,1,0.02
1535345940,Prod-SamsungCTV-EcsService-1QKI54202SHBC,1000,1,0.02
1535309820,Prod-SamsungCTV-EcsService-1QKI54202SHBC,1000,1,0.02
1535315040,Prod-SamsungCTV-EcsService-1QKI54202SHBC,1000,1,0.02
